Datum;von;bis;Spotmarktpreis 2024;Spotmarktpreise 2030 SE;Spotmarktpreise 2030 ME;Spotmarktpreise 2030 LE;Spotmarktpreise 2040 SE;Spotmarktpreise 2040 ME;Spotmarktpreise 2040 LE;Vertriebsaufschlag;Netzentgelte 2030 SE;Netzentgelte 2030 ME;Netzentgelte 2030 LE;Netzentgelte 2040 SE;Netzentgelte 2040 ME;Netzentgelte 2040 LE;Steuern und Abgaben 2030 und 2040;Strompreis dyn. 2030 SE;Strompreis dyn. 2030 ME;Strompreis dyn. 2030 LE;Strompreis dyn. 2040 SE;Strompreis dyn. 2040 ME;Strompreis dyn. 2040 LE
23.01.2024;03:00;04:00;0,417;0,9336;0,417;-0,0996;0,691901;-0,8415;-2,3745;8;9,8;11,35;12,9;7;7,5;8;14;32,7336;33,767;34,8004;29,691901;28,6585;27,6255
23.01.2024;04:00;05:00;1,022;1,4176;1,022;0,6264;1,115401;-0,176;-1,467;8;9,8;11,35;12,9;7;7,5;8;14;33,2176;34,372;35,5264;30,115401;29,324;28,533
23.01.2024;05:00;06:00;3,923;3,7384;3,923;4,1076;3,146101;3,0151;2,8845;8;9,8;11,35;12,9;7;7,5;8;14;35,5384;37,273;39,0076;32,146101;32,5151;32,8845
23.01.2024;06:00;07:00;5,976;5,3808;5,976;6,5712;4,583201;5,2734;5,964;8;9,8;11,35;12,9;7;7,5;8;14;37,1808;39,326;41,4712;33,583201;34,7734;35,964
23.01.2024;07:00;08:00;7,642;6,7136;7,642;8,5704;5,749401;7,106;8,463;8;9,8;11,35;12,9;7;7,5;8;14;38,5136;40,992;43,4704;34,749401;36,606;38,463
23.01.2024;08:00;09:00;6,982;6,1856;6,982;7,7784;5,287401;6,38;7,473;8;9,8;11,35;12,9;7;7,5;8;14;37,9856;40,332;42,6784;34,287401;35,88;37,473
23.01.2024;09:00;10:00;6,993;6,1944;6,993;7,7916;5,295101;6,3921;7,4895;8;9,8;11,35;12,9;7;7,5;8;14;37,9944;40,343;42,6916;34,295101;35,8921;37,4895
23.01.2024;10:00;11:00;5,997;5,3976;5,997;6,5964;4,597901;5,2965;5,9955;8;9,8;11,35;12,9;7;7,5;8;14;37,1976;39,347;41,4964;33,597901;34,7965;35,9955
23.01.2024;11:00;12:00;5,98;5,384;5,98;6,576;4,586001;5,2778;5,97;8;9,8;11,35;12,9;7;7,5;8;14;37,184;39,33;41,476;33,586001;34,7778;35,97
23.01.2024;12:00;13:00;5,914;5,3312;5,914;6,4968;4,539801;5,2052;5,871;8;9,8;11,35;12,9;7;7,5;8;14;37,1312;39,264;41,3968;33,539801;34,7052;35,871
23.01.2024;13:00;14:00;5,943;5,3544;5,943;6,5316;4,560101;5,2371;5,9145;8;9,8;11,35;12,9;7;7,5;8;14;37,1544;39,293;41,4316;33,560101;34,7371;35,9145
23.01.2024;14:00;15:00;6,27;5,616;6,27;6,924;4,789001;5,5968;6,405;8;9,8;11,35;12,9;7;7,5;8;14;37,416;39,62;41,824;33,789001;35,0968;36,405
23.01.2024;15:00;16:00;7,463;6,5704;7,463;8,3556;5,624101;6,9091;8,1945;8;9,8;11,35;12,9;7;7,5;8;14;38,3704;40,813;43,2556;34,624101;36,4091;38,1945
23.01.2024;16:00;17:00;7,895;6,916;7,895;8,874;5,926501;7,3843;8,8425;8;9,8;11,35;12,9;7;7,5;8;14;38,716;41,245;43,774;34,926501;36,8843;38,8425
23.01.2024;17:00;18:00;8,159;7,1272;8,159;9,1908;6,111301;7,6747;9,2385;8;9,8;11,35;12,9;7;7,5;8;14;38,9272;41,509;44,0908;35,111301;37,1747;39,2385
23.01.2024;18:00;19:00;8,451;7,3608;8,451;9,5412;6,315701;7,9959;9,6765;8;9,8;11,35;12,9;7;7,5;8;14;39,1608;41,801;44,4412;35,315701;37,4959;39,6765
23.01.2024;19:00;20:00;7,455;6,564;7,455;8,346;5,618501;6,9003;8,1825;8;9,8;11,35;12,9;7;7,5;8;14;38,364;40,805;43,246;34,618501;36,4003;38,1825
23.01.2024;20:00;21:00;6,195;5,556;6,195;6,834;4,736501;5,5143;6,2925;8;9,8;11,35;12,9;7;7,5;8;14;37,356;39,545;41,734;33,736501;35,0143;36,2925
23.01.2024;21:00;22:00;5,374;4,8992;5,374;5,8488;4,161801;4,6112;5,061;8;9,8;11,35;12,9;7;7,5;8;14;36,6992;38,724;40,7488;33,161801;34,1112;35,061
23.01.2024;22:00;23:00;4,536;4,2288;4,536;4,8432;3,575201;3,6894;3,804;8;9,8;11,35;12,9;7;7,5;8;14;36,0288;37,886;39,7432;32,575201;33,1894;33,804
23.01.2024;23:00;00:00;3,326;3,2608;3,326;3,3912;2,728201;2,3584;1,989;8;9,8;11,35;12,9;7;7,5;8;14;35,0608;36,676;38,2912;31,728201;31,8584;31,989
24.01.2024;00:00;01:00;0,305;0,844;0,305;-0,234;0,613501;-0,9647;-2,5425;8;9,8;11,35;12,9;7;7,5;8;14;32,644;33,655;34,666;29,613501;28,5353;27,4575
24.01.2024;01:00;02:00;-0,003;0,5976;-0,003;-0,6036;0,397901;-1,3035;-3,0045;8;9,8;11,35;12,9;7;7,5;8;14;32,3976;33,347;34,2964;29,397901;28,1965;26,9955
24.01.2024;02:00;03:00;-0,064;0,5488;-0,064;-0,6768;0,355201;-1,3706;-3,096;8;9,8;11,35;12,9;7;7,5;8;14;32,3488;33,286;34,2232;29,355201;28,1294;26,904
24.01.2024;03:00;04:00;-0,441;0,2472;-0,441;-1,1292;0,091301;-1,7853;-3,6615;8;9,8;11,35;12,9;7;7,5;8;14;32,0472;32,909;33,7708;29,091301;27,7147;26,3385
24.01.2024;04:00;05:00;-0,484;0,2128;-0,484;-1,1808;0,061201;-1,8326;-3,726;8;9,8;11,35;12,9;7;7,5;8;14;32,0128;32,866;33,7192;29,061201;27,6674;26,274
24.01.2024;05:00;06:00;-0,018;0,5856;-0,018;-0,6216;0,387401;-1,32;-3,027;8;9,8;11,35;12,9;7;7,5;8;14;32,3856;33,332;34,2784;29,387401;28,18;26,973
24.01.2024;06:00;07:00;1,476;1,7808;1,476;1,1712;1,433201;0,3234;-0,786;8;9,8;11,35;12,9;7;7,5;8;14;33,5808;34,826;36,0712;30,433201;29,8234;29,214
24.01.2024;07:00;08:00;4,209;3,9672;4,209;4,4508;3,346301;3,3297;3,3135;8;9,8;11,35;12,9;7;7,5;8;14;35,7672;37,559;39,3508;32,346301;32,8297;33,3135
24.01.2024;08:00;09:00;5,158;4,7264;5,158;5,5896;4,010601;4,3736;4,737;8;9,8;11,35;12,9;7;7,5;8;14;36,5264;38,508;40,4896;33,010601;33,8736;34,737
24.01.2024;09:00;10:00;5,076;4,6608;5,076;5,4912;3,953201;4,2834;4,614;8;9,8;11,35;12,9;7;7,5;8;14;36,4608;38,426;40,3912;32,953201;33,7834;34,614
24.01.2024;10:00;11:00;5,01;4,608;5,01;5,412;3,907001;4,2108;4,515;8;9,8;11,35;12,9;7;7,5;8;14;36,408;38,36;40,312;32,907001;33,7108;34,515
24.01.2024;11:00;12:00;5,078;4,6624;5,078;5,4936;3,954601;4,2856;4,617;8;9,8;11,35;12,9;7;7,5;8;14;36,4624;38,428;40,3936;32,954601;33,7856;34,617
24.01.2024;12:00;13:00;3,932;3,7456;3,932;4,1184;3,152401;3,025;2,898;8;9,8;11,35;12,9;7;7,5;8;14;35,5456;37,282;39,0184;32,152401;32,525;32,898
24.01.2024;13:00;14:00;3,644;3,5152;3,644;3,7728;2,950801;2,7082;2,466;8;9,8;11,35;12,9;7;7,5;8;14;35,3152;36,994;38,6728;31,950801;32,2082;32,466
24.01.2024;14:00;15:00;4,504;4,2032;4,504;4,8048;3,552801;3,6542;3,756;8;9,8;11,35;12,9;7;7,5;8;14;36,0032;37,854;39,7048;32,552801;33,1542;33,756
24.01.2024;15:00;16:00;4,995;4,596;4,995;5,394;3,896501;4,1943;4,4925;8;9,8;11,35;12,9;7;7,5;8;14;36,396;38,345;40,294;32,896501;33,6943;34,4925
24.01.2024;16:00;17:00;5,08;4,664;5,08;5,496;3,956001;4,2878;4,62;8;9,8;11,35;12,9;7;7,5;8;14;36,464;38,43;40,396;32,956001;33,7878;34,62
24.01.2024;17:00;18:00;5,421;4,9368;5,421;5,9052;4,194701;4,6629;5,1315;8;9,8;11,35;12,9;7;7,5;8;14;36,7368;38,771;40,8052;33,194701;34,1629;35,1315
24.01.2024;18:00;19:00;5,332;4,8656;5,332;5,7984;4,132401;4,565;4,998;8;9,8;11,35;12,9;7;7,5;8;14;36,6656;38,682;40,6984;33,132401;34,065;34,998
24.01.2024;19:00;20:00;5,009;4,6072;5,009;5,4108;3,906301;4,2097;4,5135;8;9,8;11,35;12,9;7;7,5;8;14;36,4072;38,359;40,3108;32,906301;33,7097;34,5135
24.01.2024;20:00;21:00;4,218;3,9744;4,218;4,4616;3,352601;3,3396;3,327;8;9,8;11,35;12,9;7;7,5;8;14;35,7744;37,568;39,3616;32,352601;32,8396;33,327
24.01.2024;21:00;22:00;4,004;3,8032;4,004;4,2048;3,202801;3,1042;3,006;8;9,8;11,35;12,9;7;7,5;8;14;35,6032;37,354;39,1048;32,202801;32,6042;33,006
24.01.2024;22:00;23:00;4,201;3,9608;4,201;4,4412;3,340701;3,3209;3,3015;8;9,8;11,35;12,9;7;7,5;8;14;35,7608;37,551;39,3412;32,340701;32,8209;33,3015
24.01.2024;23:00;00:00;3,853;3,6824;3,853;4,0236;3,097101;2,9381;2,7795;8;9,8;11,35;12,9;7;7,5;8;14;35,4824;37,203;38,9236;32,097101;32,4381;32,7795
25.01.2024;00:00;01:00;4,434;4,1472;4,434;4,7208;3,503801;3,5772;3,651;8;9,8;11,35;12,9;7;7,5;8;14;35,9472;37,784;39,6208;32,503801;33,0772;33,651
25.01.2024;01:00;02:00;4,506;4,2048;4,506;4,8072;3,554201;3,6564;3,759;8;9,8;11,35;12,9;7;7,5;8;14;36,0048;37,856;39,7072;32,554201;33,1564;33,759
25.01.2024;02:00;03:00;4,334;4,0672;4,334;4,6008;3,433801;3,4672;3,501;8;9,8;11,35;12,9;7;7,5;8;14;35,8672;37,684;39,5008;32,433801;32,9672;33,501
25.01.2024;03:00;04:00;4,492;4,1936;4,492;4,7904;3,544401;3,641;3,738;8;9,8;11,35;12,9;7;7,5;8;14;35,9936;37,842;39,6904;32,544401;33,141;33,738
25.01.2024;04:00;05:00;4,622;4,2976;4,622;4,9464;3,635401;3,784;3,933;8;9,8;11,35;12,9;7;7,5;8;14;36,0976;37,972;39,8464;32,635401;33,284;33,933
25.01.2024;05:00;06:00;5,238;4,7904;5,238;5,6856;4,066601;4,4616;4,857;8;9,8;11,35;12,9;7;7,5;8;14;36,5904;38,588;40,5856;33,066601;33,9616;34,857
25.01.2024;06:00;07:00;6,91;6,128;6,91;7,692;5,237001;6,3008;7,365;8;9,8;11,35;12,9;7;7,5;8;14;37,928;40,26;42,592;34,237001;35,8008;37,365
25.01.2024;07:00;08:00;7,765;6,812;7,765;8,718;5,835501;7,2413;8,6475;8;9,8;11,35;12,9;7;7,5;8;14;38,612;41,115;43,618;34,835501;36,7413;38,6475
25.01.2024;08:00;09:00;9,187;7,9496;9,187;10,4244;6,830901;8,8055;10,7805;8;9,8;11,35;12,9;7;7,5;8;14;39,7496;42,537;45,3244;35,830901;38,3055;40,7805
25.01.2024;09:00;10:00;8,797;7,6376;8,797;9,9564;6,557901;8,3765;10,1955;8;9,8;11,35;12,9;7;7,5;8;14;39,4376;42,147;44,8564;35,557901;37,8765;40,1955
25.01.2024;10:00;11:00;8,395;7,316;8,395;9,474;6,276501;7,9343;9,5925;8;9,8;11,35;12,9;7;7,5;8;14;39,116;41,745;44,374;35,276501;37,4343;39,5925
25.01.2024;11:00;12:00;7,866;6,8928;7,866;8,8392;5,906201;7,3524;8,799;8;9,8;11,35;12,9;7;7,5;8;14;38,6928;41,216;43,7392;34,906201;36,8524;38,799
25.01.2024;12:00;13:00;7,495;6,596;7,495;8,394;5,646501;6,9443;8,2425;8;9,8;11,35;12,9;7;7,5;8;14;38,396;40,845;43,294;34,646501;36,4443;38,2425
25.01.2024;13:00;14:00;7,786;6,8288;7,786;8,7432;5,850201;7,2644;8,679;8;9,8;11,35;12,9;7;7,5;8;14;38,6288;41,136;43,6432;34,850201;36,7644;38,679
25.01.2024;14:00;15:00;8,707;7,5656;8,707;9,8484;6,494901;8,2775;10,0605;8;9,8;11,35;12,9;7;7,5;8;14;39,3656;42,057;44,7484;35,494901;37,7775;40,0605
25.01.2024;15:00;16:00;9,391;8,1128;9,391;10,6692;6,973701;9,0299;11,0865;8;9,8;11,35;12,9;7;7,5;8;14;39,9128;42,741;45,5692;35,973701;38,5299;41,0865
25.01.2024;16:00;17:00;10,246;8,7968;10,246;11,6952;7,572201;9,9704;12,369;8;9,8;11,35;12,9;7;7,5;8;14;40,5968;43,596;46,5952;36,572201;39,4704;42,369
25.01.2024;17:00;18:00;12,338;10,4704;12,338;14,2056;9,036601;12,2716;15,507;8;9,8;11,35;12,9;7;7,5;8;14;42,2704;45,688;49,1056;38,036601;41,7716;45,507
25.01.2024;18:00;19:00;11,554;9,8432;11,554;13,2648;8,487801;11,4092;14,331;8;9,8;11,35;12,9;7;7,5;8;14;41,6432;44,904;48,1648;37,487801;40,9092;44,331
25.01.2024;19:00;20:00;9,879;8,5032;9,879;11,2548;7,315301;9,5667;11,8185;8;9,8;11,35;12,9;7;7,5;8;14;40,3032;43,229;46,1548;36,315301;39,0667;41,8185
25.01.2024;20:00;21:00;9,107;7,8856;9,107;10,3284;6,774901;8,7175;10,6605;8;9,8;11,35;12,9;7;7,5;8;14;39,6856;42,457;45,2284;35,774901;38,2175;40,6605
25.01.2024;21:00;22:00;8,631;7,5048;8,631;9,7572;6,441701;8,1939;9,9465;8;9,8;11,35;12,9;7;7,5;8;14;39,3048;41,981;44,6572;35,441701;37,6939;39,9465
25.01.2024;22:00;23:00;8,043;7,0344;8,043;9,0516;6,030101;7,5471;9,0645;8;9,8;11,35;12,9;7;7,5;8;14;38,8344;41,393;43,9516;35,030101;37,0471;39,0645
25.01.2024;23:00;00:00;7,516;6,6128;7,516;8,4192;5,661201;6,9674;8,274;8;9,8;11,35;12,9;7;7,5;8;14;38,4128;40,866;43,3192;34,661201;36,4674;38,274
26.01.2024;00:00;01:00;6,28;5,624;6,28;6,936;4,796001;5,6078;6,42;8;9,8;11,35;12,9;7;7,5;8;14;37,424;39,63;41,836;33,796001;35,1078;36,42
26.01.2024;01:00;02:00;6,2;5,56;6,2;6,84;4,740001;5,5198;6,3;8;9,8;11,35;12,9;7;7,5;8;14;37,36;39,55;41,74;33,740001;35,0198;36,3
26.01.2024;02:00;03:00;5,849;5,2792;5,849;6,4188;4,494301;5,1337;5,7735;8;9,8;11,35;12,9;7;7,5;8;14;37,0792;39,199;41,3188;33,494301;34,6337;35,7735
26.01.2024;03:00;04:00;5,773;5,2184;5,773;6,3276;4,441101;5,0501;5,6595;8;9,8;11,35;12,9;7;7,5;8;14;37,0184;39,123;41,2276;33,441101;34,5501;35,6595
26.01.2024;04:00;05:00;5,707;5,1656;5,707;6,2484;4,394901;4,9775;5,5605;8;9,8;11,35;12,9;7;7,5;8;14;36,9656;39,057;41,1484;33,394901;34,4775;35,5605
26.01.2024;05:00;06:00;5,216;4,7728;5,216;5,6592;4,051201;4,4374;4,824;8;9,8;11,35;12,9;7;7,5;8;14;36,5728;38,566;40,5592;33,051201;33,9374;34,824
26.01.2024;06:00;07:00;5,937;5,3496;5,937;6,5244;4,555901;5,2305;5,9055;8;9,8;11,35;12,9;7;7,5;8;14;37,1496;39,287;41,4244;33,555901;34,7305;35,9055
26.01.2024;07:00;08:00;7,112;6,2896;7,112;7,9344;5,378401;6,523;7,668;8;9,8;11,35;12,9;7;7,5;8;14;38,0896;40,462;42,8344;34,378401;36,023;37,668
26.01.2024;08:00;09:00;7,659;6,7272;7,659;8,5908;5,761301;7,1247;8,4885;8;9,8;11,35;12,9;7;7,5;8;14;38,5272;41,009;43,4908;34,761301;36,6247;38,4885
26.01.2024;09:00;10:00;7,058;6,2464;7,058;7,8696;5,340601;6,4636;7,587;8;9,8;11,35;12,9;7;7,5;8;14;38,0464;40,408;42,7696;34,340601;35,9636;37,587
26.01.2024;10:00;11:00;6,161;5,5288;6,161;6,7932;4,712701;5,4769;6,2415;8;9,8;11,35;12,9;7;7,5;8;14;37,3288;39,511;41,6932;33,712701;34,9769;36,2415
26.01.2024;11:00;12:00;5,914;5,3312;5,914;6,4968;4,539801;5,2052;5,871;8;9,8;11,35;12,9;7;7,5;8;14;37,1312;39,264;41,3968;33,539801;34,7052;35,871
26.01.2024;12:00;13:00;5,228;4,7824;5,228;5,6736;4,059601;4,4506;4,842;8;9,8;11,35;12,9;7;7,5;8;14;36,5824;38,578;40,5736;33,059601;33,9506;34,842
26.01.2024;13:00;14:00;4,647;4,3176;4,647;4,9764;3,652901;3,8115;3,9705;8;9,8;11,35;12,9;7;7,5;8;14;36,1176;37,997;39,8764;32,652901;33,3115;33,9705
26.01.2024;14:00;15:00;4,928;4,5424;4,928;5,3136;3,849601;4,1206;4,392;8;9,8;11,35;12,9;7;7,5;8;14;36,3424;38,278;40,2136;32,849601;33,6206;34,392
26.01.2024;15:00;16:00;5,011;4,6088;5,011;5,4132;3,907701;4,2119;4,5165;8;9,8;11,35;12,9;7;7,5;8;14;36,4088;38,361;40,3132;32,907701;33,7119;34,5165
26.01.2024;16:00;17:00;5,274;4,8192;5,274;5,7288;4,091801;4,5012;4,911;8;9,8;11,35;12,9;7;7,5;8;14;36,6192;38,624;40,6288;33,091801;34,0012;34,911
26.01.2024;17:00;18:00;6,07;5,456;6,07;6,684;4,649001;5,3768;6,105;8;9,8;11,35;12,9;7;7,5;8;14;37,256;39,42;41,584;33,649001;34,8768;36,105
26.01.2024;18:00;19:00;5,875;5,3;5,875;6,45;4,512501;5,1623;5,8125;8;9,8;11,35;12,9;7;7,5;8;14;37,1;39,225;41,35;33,512501;34,6623;35,8125
26.01.2024;19:00;20:00;6,496;5,7968;6,496;7,1952;4,947201;5,8454;6,744;8;9,8;11,35;12,9;7;7,5;8;14;37,5968;39,846;42,0952;33,947201;35,3454;36,744
26.01.2024;20:00;21:00;5,878;5,3024;5,878;6,4536;4,514601;5,1656;5,817;8;9,8;11,35;12,9;7;7,5;8;14;37,1024;39,228;41,3536;33,514601;34,6656;35,817
26.01.2024;21:00;22:00;6,202;5,5616;6,202;6,8424;4,741401;5,522;6,303;8;9,8;11,35;12,9;7;7,5;8;14;37,3616;39,552;41,7424;33,741401;35,022;36,303
26.01.2024;22:00;23:00;5,958;5,3664;5,958;6,5496;4,570601;5,2536;5,937;8;9,8;11,35;12,9;7;7,5;8;14;37,1664;39,308;41,4496;33,570601;34,7536;35,937
26.01.2024;23:00;00:00;5,708;5,1664;5,708;6,2496;4,395601;4,9786;5,562;8;9,8;11,35;12,9;7;7,5;8;14;36,9664;39,058;41,1496;33,395601;34,4786;35,562
27.01.2024;00:00;01:00;5,55;5,04;5,55;6,06;4,285001;4,8048;5,325;8;9,8;11,35;12,9;7;7,5;8;14;36,84;38,9;40,96;33,285001;34,3048;35,325
27.01.2024;01:00;02:00;5,503;5,0024;5,503;6,0036;4,252101;4,7531;5,2545;8;9,8;11,35;12,9;7;7,5;8;14;36,8024;38,853;40,9036;33,252101;34,2531;35,2545
27.01.2024;02:00;03:00;5,621;5,0968;5,621;6,1452;4,334701;4,8829;5,4315;8;9,8;11,35;12,9;7;7,5;8;14;36,8968;38,971;41,0452;33,334701;34,3829;35,4315
27.01.2024;03:00;04:00;5,505;5,004;5,505;6,006;4,253501;4,7553;5,2575;8;9,8;11,35;12,9;7;7,5;8;14;36,804;38,855;40,906;33,253501;34,2553;35,2575
27.01.2024;04:00;05:00;5,574;5,0592;5,574;6,0888;4,301801;4,8312;5,361;8;9,8;11,35;12,9;7;7,5;8;14;36,8592;38,924;40,9888;33,301801;34,3312;35,361
27.01.2024;05:00;06:00;5,683;5,1464;5,683;6,2196;4,378101;4,9511;5,5245;8;9,8;11,35;12,9;7;7,5;8;14;36,9464;39,033;41,1196;33,378101;34,4511;35,5245
27.01.2024;06:00;07:00;5,907;5,3256;5,907;6,4884;4,534901;5,1975;5,8605;8;9,8;11,35;12,9;7;7,5;8;14;37,1256;39,257;41,3884;33,534901;34,6975;35,8605
27.01.2024;07:00;08:00;6,591;5,8728;6,591;7,3092;5,013701;5,9499;6,8865;8;9,8;11,35;12,9;7;7,5;8;14;37,6728;39,941;42,2092;34,013701;35,4499;36,8865
27.01.2024;08:00;09:00;7,529;6,6232;7,529;8,4348;5,670301;6,9817;8,2935;8;9,8;11,35;12,9;7;7,5;8;14;38,4232;40,879;43,3348;34,670301;36,4817;38,2935
27.01.2024;09:00;10:00;7,256;6,4048;7,256;8,1072;5,479201;6,6814;7,884;8;9,8;11,35;12,9;7;7,5;8;14;38,2048;40,606;43,0072;34,479201;36,1814;37,884
27.01.2024;10:00;11:00;6,006;5,4048;6,006;6,6072;4,604201;5,3064;6,009;8;9,8;11,35;12,9;7;7,5;8;14;37,2048;39,356;41,5072;33,604201;34,8064;36,009
27.01.2024;11:00;12:00;5,661;5,1288;5,661;6,1932;4,362701;4,9269;5,4915;8;9,8;11,35;12,9;7;7,5;8;14;36,9288;39,011;41,0932;33,362701;34,4269;35,4915
27.01.2024;12:00;13:00;5,584;5,0672;5,584;6,1008;4,308801;4,8422;5,376;8;9,8;11,35;12,9;7;7,5;8;14;36,8672;38,934;41,0008;33,308801;34,3422;35,376
27.01.2024;13:00;14:00;5,388;4,9104;5,388;5,8656;4,171601;4,6266;5,082;8;9,8;11,35;12,9;7;7,5;8;14;36,7104;38,738;40,7656;33,171601;34,1266;35,082
27.01.2024;14:00;15:00;5,972;5,3776;5,972;6,5664;4,580401;5,269;5,958;8;9,8;11,35;12,9;7;7,5;8;14;37,1776;39,322;41,4664;33,580401;34,769;35,958
27.01.2024;15:00;16:00;7,244;6,3952;7,244;8,0928;5,470801;6,6682;7,866;8;9,8;11,35;12,9;7;7,5;8;14;38,1952;40,594;42,9928;34,470801;36,1682;37,866
27.01.2024;16:00;17:00;8,362;7,2896;8,362;9,4344;6,253401;7,898;9,543;8;9,8;11,35;12,9;7;7,5;8;14;39,0896;41,712;44,3344;35,253401;37,398;39,543
27.01.2024;17:00;18:00;9,337;8,0696;9,337;10,6044;6,935901;8,9705;11,0055;8;9,8;11,35;12,9;7;7,5;8;14;39,8696;42,687;45,5044;35,935901;38,4705;41,0055
27.01.2024;18:00;19:00;9,595;8,276;9,595;10,914;7,116501;9,2543;11,3925;8;9,8;11,35;12,9;7;7,5;8;14;40,076;42,945;45,814;36,116501;38,7543;41,3925
27.01.2024;19:00;20:00;9,253;8,0024;9,253;10,5036;6,877101;8,8781;10,8795;8;9,8;11,35;12,9;7;7,5;8;14;39,8024;42,603;45,4036;35,877101;38,3781;40,8795
27.01.2024;20:00;21:00;8,442;7,3536;8,442;9,5304;6,309401;7,986;9,663;8;9,8;11,35;12,9;7;7,5;8;14;39,1536;41,792;44,4304;35,309401;37,486;39,663
27.01.2024;21:00;22:00;7,607;6,6856;7,607;8,5284;5,724901;7,0675;8,4105;8;9,8;11,35;12,9;7;7,5;8;14;38,4856;40,957;43,4284;34,724901;36,5675;38,4105
27.01.2024;22:00;23:00;7,597;6,6776;7,597;8,5164;5,717901;7,0565;8,3955;8;9,8;11,35;12,9;7;7,5;8;14;38,4776;40,947;43,4164;34,717901;36,5565;38,3955
27.01.2024;23:00;00:00;7,27;6,416;7,27;8,124;5,489001;6,6968;7,905;8;9,8;11,35;12,9;7;7,5;8;14;38,216;40,62;43,024;34,489001;36,1968;37,905
28.01.2024;00:00;01:00;6,677;5,9416;6,677;7,4124;5,073901;6,0445;7,0155;8;9,8;11,35;12,9;7;7,5;8;14;37,7416;40,027;42,3124;34,073901;35,5445;37,0155
28.01.2024;01:00;02:00;6,092;5,4736;6,092;6,7104;4,664401;5,401;6,138;8;9,8;11,35;12,9;7;7,5;8;14;37,2736;39,442;41,6104;33,664401;34,901;36,138
28.01.2024;02:00;03:00;5,965;5,372;5,965;6,558;4,575501;5,2613;5,9475;8;9,8;11,35;12,9;7;7,5;8;14;37,172;39,315;41,458;33,575501;34,7613;35,9475
28.01.2024;03:00;04:00;5,994;5,3952;5,994;6,5928;4,595801;5,2932;5,991;8;9,8;11,35;12,9;7;7,5;8;14;37,1952;39,344;41,4928;33,595801;34,7932;35,991
28.01.2024;04:00;05:00;6,14;5,512;6,14;6,768;4,698001;5,4538;6,21;8;9,8;11,35;12,9;7;7,5;8;14;37,312;39,49;41,668;33,698001;34,9538;36,21
28.01.2024;05:00;06:00;6,411;5,7288;6,411;7,0932;4,887701;5,7519;6,6165;8;9,8;11,35;12,9;7;7,5;8;14;37,5288;39,761;41,9932;33,887701;35,2519;36,6165
28.01.2024;06:00;07:00;6,053;5,4424;6,053;6,6636;4,637101;5,3581;6,0795;8;9,8;11,35;12,9;7;7,5;8;14;37,2424;39,403;41,5636;33,637101;34,8581;36,0795
28.01.2024;07:00;08:00;5,964;5,3712;5,964;6,5568;4,574801;5,2602;5,946;8;9,8;11,35;12,9;7;7,5;8;14;37,1712;39,314;41,4568;33,574801;34,7602;35,946
28.01.2024;08:00;09:00;5,963;5,3704;5,963;6,5556;4,574101;5,2591;5,9445;8;9,8;11,35;12,9;7;7,5;8;14;37,1704;39,313;41,4556;33,574101;34,7591;35,9445
28.01.2024;09:00;10:00;5,508;5,0064;5,508;6,0096;4,255601;4,7586;5,262;8;9,8;11,35;12,9;7;7,5;8;14;36,8064;38,858;40,9096;33,255601;34,2586;35,262
28.01.2024;10:00;11:00;5,116;4,6928;5,116;5,5392;3,981201;4,3274;4,674;8;9,8;11,35;12,9;7;7,5;8;14;36,4928;38,466;40,4392;32,981201;33,8274;34,674
28.01.2024;11:00;12:00;4,575;4,26;4,575;4,89;3,602501;3,7323;3,8625;8;9,8;11,35;12,9;7;7,5;8;14;36,06;37,925;39,79;32,602501;33,2323;33,8625
28.01.2024;12:00;13:00;4,158;3,9264;4,158;4,3896;3,310601;3,2736;3,237;8;9,8;11,35;12,9;7;7,5;8;14;35,7264;37,508;39,2896;32,310601;32,7736;33,237
28.01.2024;13:00;14:00;4,009;3,8072;4,009;4,2108;3,206301;3,1097;3,0135;8;9,8;11,35;12,9;7;7,5;8;14;35,6072;37,359;39,1108;32,206301;32,6097;33,0135
28.01.2024;14:00;15:00;5,065;4,652;5,065;5,478;3,945501;4,2713;4,5975;8;9,8;11,35;12,9;7;7,5;8;14;36,452;38,415;40,378;32,945501;33,7713;34,5975
28.01.2024;15:00;16:00;5,641;5,1128;5,641;6,1692;4,348701;4,9049;5,4615;8;9,8;11,35;12,9;7;7,5;8;14;36,9128;38,991;41,0692;33,348701;34,4049;35,4615
28.01.2024;16:00;17:00;6,887;6,1096;6,887;7,6644;5,220901;6,2755;7,3305;8;9,8;11,35;12,9;7;7,5;8;14;37,9096;40,237;42,5644;34,220901;35,7755;37,3305
28.01.2024;17:00;18:00;7,784;6,8272;7,784;8,7408;5,848801;7,2622;8,676;8;9,8;11,35;12,9;7;7,5;8;14;38,6272;41,134;43,6408;34,848801;36,7622;38,676
28.01.2024;18:00;19:00;7,193;6,3544;7,193;8,0316;5,435101;6,6121;7,7895;8;9,8;11,35;12,9;7;7,5;8;14;38,1544;40,543;42,9316;34,435101;36,1121;37,7895
28.01.2024;19:00;20:00;6,988;6,1904;6,988;7,7856;5,291601;6,3866;7,482;8;9,8;11,35;12,9;7;7,5;8;14;37,9904;40,338;42,6856;34,291601;35,8866;37,482
