Datum;von;bis;Spotmarktpreis 2024;Spotmarktpreise 2030 SE;Spotmarktpreise 2030 ME;Spotmarktpreise 2030 LE;Spotmarktpreise 2040 SE;Spotmarktpreise 2040 ME;Spotmarktpreise 2040 LE;Vertriebsaufschlag;Netzentgelte 2030 SE;Netzentgelte 2030 ME;Netzentgelte 2030 LE;Netzentgelte 2040 SE;Netzentgelte 2040 ME;Netzentgelte 2040 LE;Steuern und Abgaben 2030 und 2040;Strompreis dyn. 2030 SE;Strompreis dyn. 2030 ME;Strompreis dyn. 2030 LE;Strompreis dyn. 2040 SE;Strompreis dyn. 2040 ME;Strompreis dyn. 2040 LE
01.01.2024;00:00;01:00;0,01;0,608;0,01;-0,588;0,407001;-1,2892;-2,985;8;9,8;11,35;12,9;7;7,5;8;14;32,408;33,36;34,312;29,407001;28,2108;27,015
01.01.2024;01:00;02:00;0,001;0,6008;0,001;-0,5988;0,400701;-1,2991;-2,9985;8;9,8;11,35;12,9;7;7,5;8;14;32,4008;33,351;34,3012;29,400701;28,2009;27,0015
01.01.2024;02:00;03:00;0;0,6;0;-0,6;0,400001;-1,3002;-3;8;9,8;11,35;12,9;7;7,5;8;14;32,4;33,35;34,3;29,400001;28,1998;27
01.01.2024;03:00;04:00;-0,001;0,5992;-0,001;-0,6012;0,399301;-1,3013;-3,0015;8;9,8;11,35;12,9;7;7,5;8;14;32,3992;33,349;34,2988;29,399301;28,1987;26,9985
01.01.2024;04:00;05:00;-0,003;0,5976;-0,003;-0,6036;0,397901;-1,3035;-3,0045;8;9,8;11,35;12,9;7;7,5;8;14;32,3976;33,347;34,2964;29,397901;28,1965;26,9955
01.01.2024;05:00;06:00;-0,002;0,5984;-0,002;-0,6024;0,398601;-1,3024;-3,003;8;9,8;11,35;12,9;7;7,5;8;14;32,3984;33,348;34,2976;29,398601;28,1976;26,997
01.01.2024;06:00;07:00;-0,005;0,596;-0,005;-0,606;0,396501;-1,3057;-3,0075;8;9,8;11,35;12,9;7;7,5;8;14;32,396;33,345;34,294;29,396501;28,1943;26,9925
01.01.2024;07:00;08:00;-0,002;0,5984;-0,002;-0,6024;0,398601;-1,3024;-3,003;8;9,8;11,35;12,9;7;7,5;8;14;32,3984;33,348;34,2976;29,398601;28,1976;26,997
01.01.2024;08:00;09:00;0;0,6;0;-0,6;0,400001;-1,3002;-3;8;9,8;11,35;12,9;7;7,5;8;14;32,4;33,35;34,3;29,400001;28,1998;27
01.01.2024;09:00;10:00;0,004;0,6032;0,004;-0,5952;0,402801;-1,2958;-2,994;8;9,8;11,35;12,9;7;7,5;8;14;32,4032;33,354;34,3048;29,402801;28,2042;27,006
01.01.2024;10:00;11:00;0,006;0,6048;0,006;-0,5928;0,404201;-1,2936;-2,991;8;9,8;11,35;12,9;7;7,5;8;14;32,4048;33,356;34,3072;29,404201;28,2064;27,009
01.01.2024;11:00;12:00;0,054;0,6432;0,054;-0,5352;0,437801;-1,2408;-2,919;8;9,8;11,35;12,9;7;7,5;8;14;32,4432;33,404;34,3648;29,437801;28,2592;27,081
01.01.2024;12:00;13:00;0,224;0,7792;0,224;-0,3312;0,556801;-1,0538;-2,664;8;9,8;11,35;12,9;7;7,5;8;14;32,5792;33,574;34,5688;29,556801;28,4462;27,336
01.01.2024;13:00;14:00;0,196;0,7568;0,196;-0,3648;0,537201;-1,0846;-2,706;8;9,8;11,35;12,9;7;7,5;8;14;32,5568;33,546;34,5352;29,537201;28,4154;27,294
01.01.2024;14:00;15:00;0,104;0,6832;0,104;-0,4752;0,472801;-1,1858;-2,844;8;9,8;11,35;12,9;7;7,5;8;14;32,4832;33,454;34,4248;29,472801;28,3142;27,156
01.01.2024;15:00;16:00;0,366;0,8928;0,366;-0,1608;0,656201;-0,8976;-2,451;8;9,8;11,35;12,9;7;7,5;8;14;32,6928;33,716;34,7392;29,656201;28,6024;27,549
01.01.2024;16:00;17:00;4,306;4,0448;4,306;4,5672;3,414201;3,4364;3,459;8;9,8;11,35;12,9;7;7,5;8;14;35,8448;37,656;39,4672;32,414201;32,9364;33,459
01.01.2024;17:00;18:00;4,993;4,5944;4,993;5,3916;3,895101;4,1921;4,4895;8;9,8;11,35;12,9;7;7,5;8;14;36,3944;38,343;40,2916;32,895101;33,6921;34,4895
01.01.2024;18:00;19:00;5,8;5,24;5,8;6,36;4,460001;5,0798;5,7;8;9,8;11,35;12,9;7;7,5;8;14;37,04;39,15;41,26;33,460001;34,5798;35,7
01.01.2024;19:00;20:00;5,425;4,94;5,425;5,91;4,197501;4,6673;5,1375;8;9,8;11,35;12,9;7;7,5;8;14;36,74;38,775;40,81;33,197501;34,1673;35,1375
01.01.2024;20:00;21:00;4,801;4,4408;4,801;5,1612;3,760701;3,9809;4,2015;8;9,8;11,35;12,9;7;7,5;8;14;36,2408;38,151;40,0612;32,760701;33,4809;34,2015
01.01.2024;21:00;22:00;4,295;4,036;4,295;4,554;3,406501;3,4243;3,4425;8;9,8;11,35;12,9;7;7,5;8;14;35,836;37,645;39,454;32,406501;32,9243;33,4425
01.01.2024;22:00;23:00;4,709;4,3672;4,709;5,0508;3,696301;3,8797;4,0635;8;9,8;11,35;12,9;7;7,5;8;14;36,1672;38,059;39,9508;32,696301;33,3797;34,0635
01.01.2024;23:00;00:00;3,555;3,444;3,555;3,666;2,888501;2,6103;2,3325;8;9,8;11,35;12,9;7;7,5;8;14;35,244;36,905;38,566;31,888501;32,1103;32,3325
02.01.2024;00:00;01:00;3,059;3,0472;3,059;3,0708;2,541301;2,0647;1,5885;8;9,8;11,35;12,9;7;7,5;8;14;34,8472;36,409;37,9708;31,541301;31,5647;31,5885
02.01.2024;01:00;02:00;2,007;2,2056;2,007;1,8084;1,804901;0,9075;0,0105;8;9,8;11,35;12,9;7;7,5;8;14;34,0056;35,357;36,7084;30,804901;30,4075;30,0105
02.01.2024;02:00;03:00;3,103;3,0824;3,103;3,1236;2,572101;2,1131;1,6545;8;9,8;11,35;12,9;7;7,5;8;14;34,8824;36,453;38,0236;31,572101;31,6131;31,6545
02.01.2024;03:00;04:00;1,839;2,0712;1,839;1,6068;1,687301;0,7227;-0,2415;8;9,8;11,35;12,9;7;7,5;8;14;33,8712;35,189;36,5068;30,687301;30,2227;29,7585
02.01.2024;04:00;05:00;1,108;1,4864;1,108;0,7296;1,175601;-0,0814;-1,338;8;9,8;11,35;12,9;7;7,5;8;14;33,2864;34,458;35,6296;30,175601;29,4186;28,662
02.01.2024;05:00;06:00;1,378;1,7024;1,378;1,0536;1,364601;0,2156;-0,933;8;9,8;11,35;12,9;7;7,5;8;14;33,5024;34,728;35,9536;30,364601;29,7156;29,067
02.01.2024;06:00;07:00;4,763;4,4104;4,763;5,1156;3,734101;3,9391;4,1445;8;9,8;11,35;12,9;7;7,5;8;14;36,2104;38,113;40,0156;32,734101;33,4391;34,1445
02.01.2024;07:00;08:00;5,81;5,248;5,81;6,372;4,467001;5,0908;5,715;8;9,8;11,35;12,9;7;7,5;8;14;37,048;39,16;41,272;33,467001;34,5908;35,715
02.01.2024;08:00;09:00;6,567;5,8536;6,567;7,2804;4,996901;5,9235;6,8505;8;9,8;11,35;12,9;7;7,5;8;14;37,6536;39,917;42,1804;33,996901;35,4235;36,8505
02.01.2024;09:00;10:00;6,473;5,7784;6,473;7,1676;4,931101;5,8201;6,7095;8;9,8;11,35;12,9;7;7,5;8;14;37,5784;39,823;42,0676;33,931101;35,3201;36,7095
02.01.2024;10:00;11:00;6,898;6,1184;6,898;7,6776;5,228601;6,2876;7,347;8;9,8;11,35;12,9;7;7,5;8;14;37,9184;40,248;42,5776;34,228601;35,7876;37,347
02.01.2024;11:00;12:00;7,354;6,4832;7,354;8,2248;5,547801;6,7892;8,031;8;9,8;11,35;12,9;7;7,5;8;14;38,2832;40,704;43,1248;34,547801;36,2892;38,031
02.01.2024;12:00;13:00;7,816;6,8528;7,816;8,7792;5,871201;7,2974;8,724;8;9,8;11,35;12,9;7;7,5;8;14;38,6528;41,166;43,6792;34,871201;36,7974;38,724
02.01.2024;13:00;14:00;7,887;6,9096;7,887;8,8644;5,920901;7,3755;8,8305;8;9,8;11,35;12,9;7;7,5;8;14;38,7096;41,237;43,7644;34,920901;36,8755;38,8305
02.01.2024;14:00;15:00;7,924;6,9392;7,924;8,9088;5,946801;7,4162;8,886;8;9,8;11,35;12,9;7;7,5;8;14;38,7392;41,274;43,8088;34,946801;36,9162;38,886
02.01.2024;15:00;16:00;7,996;6,9968;7,996;8,9952;5,997201;7,4954;8,994;8;9,8;11,35;12,9;7;7,5;8;14;38,7968;41,346;43,8952;34,997201;36,9954;38,994
02.01.2024;16:00;17:00;8,346;7,2768;8,346;9,4152;6,242201;7,8804;9,519;8;9,8;11,35;12,9;7;7,5;8;14;39,0768;41,696;44,3152;35,242201;37,3804;39,519
02.01.2024;17:00;18:00;8,092;7,0736;8,092;9,1104;6,064401;7,601;9,138;8;9,8;11,35;12,9;7;7,5;8;14;38,8736;41,442;44,0104;35,064401;37,101;39,138
02.01.2024;18:00;19:00;7,495;6,596;7,495;8,394;5,646501;6,9443;8,2425;8;9,8;11,35;12,9;7;7,5;8;14;38,396;40,845;43,294;34,646501;36,4443;38,2425
02.01.2024;19:00;20:00;6,318;5,6544;6,318;6,9816;4,822601;5,6496;6,477;8;9,8;11,35;12,9;7;7,5;8;14;37,4544;39,668;41,8816;33,822601;35,1496;36,477
02.01.2024;20:00;21:00;5,711;5,1688;5,711;6,2532;4,397701;4,9819;5,5665;8;9,8;11,35;12,9;7;7,5;8;14;36,9688;39,061;41,1532;33,397701;34,4819;35,5665
02.01.2024;21:00;22:00;4,689;4,3512;4,689;5,0268;3,682301;3,8577;4,0335;8;9,8;11,35;12,9;7;7,5;8;14;36,1512;38,039;39,9268;32,682301;33,3577;34,0335
02.01.2024;22:00;23:00;4;3,8;4;4,2;3,200001;3,0998;3;8;9,8;11,35;12,9;7;7,5;8;14;35,6;37,35;39,1;32,200001;32,5998;33
02.01.2024;23:00;00:00;0,743;1,1944;0,743;0,2916;0,920101;-0,4829;-1,8855;8;9,8;11,35;12,9;7;7,5;8;14;32,9944;34,093;35,1916;29,920101;29,0171;28,1145
03.01.2024;00:00;01:00;-0,008;0,5936;-0,008;-0,6096;0,394401;-1,309;-3,012;8;9,8;11,35;12,9;7;7,5;8;14;32,3936;33,342;34,2904;29,394401;28,191;26,988
03.01.2024;01:00;02:00;-0,123;0,5016;-0,123;-0,7476;0,313901;-1,4355;-3,1845;8;9,8;11,35;12,9;7;7,5;8;14;32,3016;33,227;34,1524;29,313901;28,0645;26,8155
03.01.2024;02:00;03:00;-0,13;0,496;-0,13;-0,756;0,309001;-1,4432;-3,195;8;9,8;11,35;12,9;7;7,5;8;14;32,296;33,22;34,144;29,309001;28,0568;26,805
03.01.2024;03:00;04:00;-0,131;0,4952;-0,131;-0,7572;0,308301;-1,4443;-3,1965;8;9,8;11,35;12,9;7;7,5;8;14;32,2952;33,219;34,1428;29,308301;28,0557;26,8035
03.01.2024;04:00;05:00;-0,131;0,4952;-0,131;-0,7572;0,308301;-1,4443;-3,1965;8;9,8;11,35;12,9;7;7,5;8;14;32,2952;33,219;34,1428;29,308301;28,0557;26,8035
03.01.2024;05:00;06:00;-0,138;0,4896;-0,138;-0,7656;0,303401;-1,452;-3,207;8;9,8;11,35;12,9;7;7,5;8;14;32,2896;33,212;34,1344;29,303401;28,048;26,793
03.01.2024;06:00;07:00;0,109;0,6872;0,109;-0,4692;0,476301;-1,1803;-2,8365;8;9,8;11,35;12,9;7;7,5;8;14;32,4872;33,459;34,4308;29,476301;28,3197;27,1635
03.01.2024;07:00;08:00;4,059;3,8472;4,059;4,2708;3,241301;3,1647;3,0885;8;9,8;11,35;12,9;7;7,5;8;14;35,6472;37,409;39,1708;32,241301;32,6647;33,0885
03.01.2024;08:00;09:00;5,961;5,3688;5,961;6,5532;4,572701;5,2569;5,9415;8;9,8;11,35;12,9;7;7,5;8;14;37,1688;39,311;41,4532;33,572701;34,7569;35,9415
03.01.2024;09:00;10:00;6,061;5,4488;6,061;6,6732;4,642701;5,3669;6,0915;8;9,8;11,35;12,9;7;7,5;8;14;37,2488;39,411;41,5732;33,642701;34,8669;36,0915
03.01.2024;10:00;11:00;5,7;5,16;5,7;6,24;4,390001;4,9698;5,55;8;9,8;11,35;12,9;7;7,5;8;14;36,96;39,05;41,14;33,390001;34,4698;35,55
03.01.2024;11:00;12:00;5,489;4,9912;5,489;5,9868;4,242301;4,7377;5,2335;8;9,8;11,35;12,9;7;7,5;8;14;36,7912;38,839;40,8868;33,242301;34,2377;35,2335
03.01.2024;12:00;13:00;5,389;4,9112;5,389;5,8668;4,172301;4,6277;5,0835;8;9,8;11,35;12,9;7;7,5;8;14;36,7112;38,739;40,7668;33,172301;34,1277;35,0835
03.01.2024;13:00;14:00;5,442;4,9536;5,442;5,9304;4,209401;4,686;5,163;8;9,8;11,35;12,9;7;7,5;8;14;36,7536;38,792;40,8304;33,209401;34,186;35,163
03.01.2024;14:00;15:00;6,086;5,4688;6,086;6,7032;4,660201;5,3944;6,129;8;9,8;11,35;12,9;7;7,5;8;14;37,2688;39,436;41,6032;33,660201;34,8944;36,129
03.01.2024;15:00;16:00;6,718;5,9744;6,718;7,4616;5,102601;6,0896;7,077;8;9,8;11,35;12,9;7;7,5;8;14;37,7744;40,068;42,3616;34,102601;35,5896;37,077
03.01.2024;16:00;17:00;7,359;6,4872;7,359;8,2308;5,551301;6,7947;8,0385;8;9,8;11,35;12,9;7;7,5;8;14;38,2872;40,709;43,1308;34,551301;36,2947;38,0385
03.01.2024;17:00;18:00;8,228;7,1824;8,228;9,2736;6,159601;7,7506;9,342;8;9,8;11,35;12,9;7;7,5;8;14;38,9824;41,578;44,1736;35,159601;37,2506;39,342
03.01.2024;18:00;19:00;8,297;7,2376;8,297;9,3564;6,207901;7,8265;9,4455;8;9,8;11,35;12,9;7;7,5;8;14;39,0376;41,647;44,2564;35,207901;37,3265;39,4455
03.01.2024;19:00;20:00;7,903;6,9224;7,903;8,8836;5,932101;7,3931;8,8545;8;9,8;11,35;12,9;7;7,5;8;14;38,7224;41,253;43,7836;34,932101;36,8931;38,8545
03.01.2024;20:00;21:00;7,323;6,4584;7,323;8,1876;5,526101;6,7551;7,9845;8;9,8;11,35;12,9;7;7,5;8;14;38,2584;40,673;43,0876;34,526101;36,2551;37,9845
03.01.2024;21:00;22:00;6,741;5,9928;6,741;7,4892;5,118701;6,1149;7,1115;8;9,8;11,35;12,9;7;7,5;8;14;37,7928;40,091;42,3892;34,118701;35,6149;37,1115
03.01.2024;22:00;23:00;6,5;5,8;6,5;7,2;4,950001;5,8498;6,75;8;9,8;11,35;12,9;7;7,5;8;14;37,6;39,85;42,1;33,950001;35,3498;36,75
03.01.2024;23:00;00:00;5,812;5,2496;5,812;6,3744;4,468401;5,093;5,718;8;9,8;11,35;12,9;7;7,5;8;14;37,0496;39,162;41,2744;33,468401;34,593;35,718
04.01.2024;00:00;01:00;5,73;5,184;5,73;6,276;4,411001;5,0028;5,595;8;9,8;11,35;12,9;7;7,5;8;14;36,984;39,08;41,176;33,411001;34,5028;35,595
04.01.2024;01:00;02:00;5,046;4,6368;5,046;5,4552;3,932201;4,2504;4,569;8;9,8;11,35;12,9;7;7,5;8;14;36,4368;38,396;40,3552;32,932201;33,7504;34,569
04.01.2024;02:00;03:00;4;3,8;4;4,2;3,200001;3,0998;3;8;9,8;11,35;12,9;7;7,5;8;14;35,6;37,35;39,1;32,200001;32,5998;33
04.01.2024;03:00;04:00;2,548;2,6384;2,548;2,4576;2,183601;1,5026;0,822;8;9,8;11,35;12,9;7;7,5;8;14;34,4384;35,898;37,3576;31,183601;31,0026;30,822
04.01.2024;04:00;05:00;3,5;3,4;3,5;3,6;2,850001;2,5498;2,25;8;9,8;11,35;12,9;7;7,5;8;14;35,2;36,85;38,5;31,850001;32,0498;32,25
04.01.2024;05:00;06:00;5,773;5,2184;5,773;6,3276;4,441101;5,0501;5,6595;8;9,8;11,35;12,9;7;7,5;8;14;37,0184;39,123;41,2276;33,441101;34,5501;35,6595
04.01.2024;06:00;07:00;7,265;6,412;7,265;8,118;5,485501;6,6913;7,8975;8;9,8;11,35;12,9;7;7,5;8;14;38,212;40,615;43,018;34,485501;36,1913;37,8975
04.01.2024;07:00;08:00;8,502;7,4016;8,502;9,6024;6,351401;8,052;9,753;8;9,8;11,35;12,9;7;7,5;8;14;39,2016;41,852;44,5024;35,351401;37,552;39,753
04.01.2024;08:00;09:00;9,147;7,9176;9,147;10,3764;6,802901;8,7615;10,7205;8;9,8;11,35;12,9;7;7,5;8;14;39,7176;42,497;45,2764;35,802901;38,2615;40,7205
04.01.2024;09:00;10:00;9,42;8,136;9,42;10,704;6,994001;9,0618;11,13;8;9,8;11,35;12,9;7;7,5;8;14;39,936;42,77;45,604;35,994001;38,5618;41,13
04.01.2024;10:00;11:00;9,161;7,9288;9,161;10,3932;6,812701;8,7769;10,7415;8;9,8;11,35;12,9;7;7,5;8;14;39,7288;42,511;45,2932;35,812701;38,2769;40,7415
04.01.2024;11:00;12:00;9,003;7,8024;9,003;10,2036;6,702101;8,6031;10,5045;8;9,8;11,35;12,9;7;7,5;8;14;39,6024;42,353;45,1036;35,702101;38,1031;40,5045
04.01.2024;12:00;13:00;8,63;7,504;8,63;9,756;6,441001;8,1928;9,945;8;9,8;11,35;12,9;7;7,5;8;14;39,304;41,98;44,656;35,441001;37,6928;39,945
04.01.2024;13:00;14:00;8,596;7,4768;8,596;9,7152;6,417201;8,1554;9,894;8;9,8;11,35;12,9;7;7,5;8;14;39,2768;41,946;44,6152;35,417201;37,6554;39,894
04.01.2024;14:00;15:00;9,211;7,9688;9,211;10,4532;6,847701;8,8319;10,8165;8;9,8;11,35;12,9;7;7,5;8;14;39,7688;42,561;45,3532;35,847701;38,3319;40,8165
04.01.2024;15:00;16:00;9,862;8,4896;9,862;11,2344;7,303401;9,548;11,793;8;9,8;11,35;12,9;7;7,5;8;14;40,2896;43,212;46,1344;36,303401;39,048;41,793
04.01.2024;16:00;17:00;10,573;9,0584;10,573;12,0876;7,801101;10,3301;12,8595;8;9,8;11,35;12,9;7;7,5;8;14;40,8584;43,923;46,9876;36,801101;39,8301;42,8595
04.01.2024;17:00;18:00;13,323;11,2584;13,323;15,3876;9,726101;13,3551;16,9845;8;9,8;11,35;12,9;7;7,5;8;14;43,0584;46,673;50,2876;38,726101;42,8551;46,9845
04.01.2024;18:00;19:00;14,465;12,172;14,465;16,758;10,525501;14,6113;18,6975;8;9,8;11,35;12,9;7;7,5;8;14;43,972;47,815;51,658;39,525501;44,1113;48,6975
04.01.2024;19:00;20:00;12,5;10,6;12,5;14,4;9,150001;12,4498;15,75;8;9,8;11,35;12,9;7;7,5;8;14;42,4;45,85;49,3;38,150001;41,9498;45,75
04.01.2024;20:00;21:00;10,359;8,8872;10,359;11,8308;7,651301;10,0947;12,5385;8;9,8;11,35;12,9;7;7,5;8;14;40,6872;43,709;46,7308;36,651301;39,5947;42,5385
04.01.2024;21:00;22:00;10,001;8,6008;10,001;11,4012;7,400701;9,7009;12,0015;8;9,8;11,35;12,9;7;7,5;8;14;40,4008;43,351;46,3012;36,400701;39,2009;42,0015
04.01.2024;22:00;23:00;9,486;8,1888;9,486;10,7832;7,040201;9,1344;11,229;8;9,8;11,35;12,9;7;7,5;8;14;39,9888;42,836;45,6832;36,040201;38,6344;41,229
04.01.2024;23:00;00:00;8,883;7,7064;8,883;10,0596;6,618101;8,4711;10,3245;8;9,8;11,35;12,9;7;7,5;8;14;39,5064;42,233;44,9596;35,618101;37,9711;40,3245
05.01.2024;00:00;01:00;8,608;7,4864;8,608;9,7296;6,425601;8,1686;9,912;8;9,8;11,35;12,9;7;7,5;8;14;39,2864;41,958;44,6296;35,425601;37,6686;39,912
05.01.2024;01:00;02:00;8,051;7,0408;8,051;9,0612;6,035701;7,5559;9,0765;8;9,8;11,35;12,9;7;7,5;8;14;38,8408;41,401;43,9612;35,035701;37,0559;39,0765
05.01.2024;02:00;03:00;7,701;6,7608;7,701;8,6412;5,790701;7,1709;8,5515;8;9,8;11,35;12,9;7;7,5;8;14;38,5608;41,051;43,5412;34,790701;36,6709;38,5515
05.01.2024;03:00;04:00;7,321;6,4568;7,321;8,1852;5,524701;6,7529;7,9815;8;9,8;11,35;12,9;7;7,5;8;14;38,2568;40,671;43,0852;34,524701;36,2529;37,9815
05.01.2024;04:00;05:00;7,405;6,524;7,405;8,286;5,583501;6,8453;8,1075;8;9,8;11,35;12,9;7;7,5;8;14;38,324;40,755;43,186;34,583501;36,3453;38,1075
05.01.2024;05:00;06:00;7,603;6,6824;7,603;8,5236;5,722101;7,0631;8,4045;8;9,8;11,35;12,9;7;7,5;8;14;38,4824;40,953;43,4236;34,722101;36,5631;38,4045
05.01.2024;06:00;07:00;8,1;7,08;8,1;9,12;6,070001;7,6098;9,15;8;9,8;11,35;12,9;7;7,5;8;14;38,88;41,45;44,02;35,070001;37,1098;39,15
05.01.2024;07:00;08:00;8,7;7,56;8,7;9,84;6,490001;8,2698;10,05;8;9,8;11,35;12,9;7;7,5;8;14;39,36;42,05;44,74;35,490001;37,7698;40,05
05.01.2024;08:00;09:00;8,957;7,7656;8,957;10,1484;6,669901;8,5525;10,4355;8;9,8;11,35;12,9;7;7,5;8;14;39,5656;42,307;45,0484;35,669901;38,0525;40,4355
05.01.2024;09:00;10:00;9,493;8,1944;9,493;10,7916;7,045101;9,1421;11,2395;8;9,8;11,35;12,9;7;7,5;8;14;39,9944;42,843;45,6916;36,045101;38,6421;41,2395
05.01.2024;10:00;11:00;9,628;8,3024;9,628;10,9536;7,139601;9,2906;11,442;8;9,8;11,35;12,9;7;7,5;8;14;40,1024;42,978;45,8536;36,139601;38,7906;41,442
05.01.2024;11:00;12:00;9,822;8,4576;9,822;11,1864;7,275401;9,504;11,733;8;9,8;11,35;12,9;7;7,5;8;14;40,2576;43,172;46,0864;36,275401;39,004;41,733
05.01.2024;12:00;13:00;9,224;7,9792;9,224;10,4688;6,856801;8,8462;10,836;8;9,8;11,35;12,9;7;7,5;8;14;39,7792;42,574;45,3688;35,856801;38,3462;40,836
05.01.2024;13:00;14:00;9,154;7,9232;9,154;10,3848;6,807801;8,7692;10,731;8;9,8;11,35;12,9;7;7,5;8;14;39,7232;42,504;45,2848;35,807801;38,2692;40,731
05.01.2024;14:00;15:00;9,641;8,3128;9,641;10,9692;7,148701;9,3049;11,4615;8;9,8;11,35;12,9;7;7,5;8;14;40,1128;42,991;45,8692;36,148701;38,8049;41,4615
05.01.2024;15:00;16:00;10,005;8,604;10,005;11,406;7,403501;9,7053;12,0075;8;9,8;11,35;12,9;7;7,5;8;14;40,404;43,355;46,306;36,403501;39,2053;42,0075
05.01.2024;16:00;17:00;10,297;8,8376;10,297;11,7564;7,607901;10,0265;12,4455;8;9,8;11,35;12,9;7;7,5;8;14;40,6376;43,647;46,6564;36,607901;39,5265;42,4455
05.01.2024;17:00;18:00;10,738;9,1904;10,738;12,2856;7,916601;10,5116;13,107;8;9,8;11,35;12,9;7;7,5;8;14;40,9904;44,088;47,1856;36,916601;40,0116;43,107
05.01.2024;18:00;19:00;10,845;9,276;10,845;12,414;7,991501;10,6293;13,2675;8;9,8;11,35;12,9;7;7,5;8;14;41,076;44,195;47,314;36,991501;40,1293;43,2675
05.01.2024;19:00;20:00;10,396;8,9168;10,396;11,8752;7,677201;10,1354;12,594;8;9,8;11,35;12,9;7;7,5;8;14;40,7168;43,746;46,7752;36,677201;39,6354;42,594
05.01.2024;20:00;21:00;10,009;8,6072;10,009;11,4108;7,406301;9,7097;12,0135;8;9,8;11,35;12,9;7;7,5;8;14;40,4072;43,359;46,3108;36,406301;39,2097;42,0135
05.01.2024;21:00;22:00;9,419;8,1352;9,419;10,7028;6,993301;9,0607;11,1285;8;9,8;11,35;12,9;7;7,5;8;14;39,9352;42,769;45,6028;35,993301;38,5607;41,1285
05.01.2024;22:00;23:00;9,492;8,1936;9,492;10,7904;7,044401;9,141;11,238;8;9,8;11,35;12,9;7;7,5;8;14;39,9936;42,842;45,6904;36,044401;38,641;41,238
05.01.2024;23:00;00:00;8,68;7,544;8,68;9,816;6,476001;8,2478;10,02;8;9,8;11,35;12,9;7;7,5;8;14;39,344;42,03;44,716;35,476001;37,7478;40,02
06.01.2024;00:00;01:00;8,225;7,18;8,225;9,27;6,157501;7,7473;9,3375;8;9,8;11,35;12,9;7;7,5;8;14;38,98;41,575;44,17;35,157501;37,2473;39,3375
06.01.2024;01:00;02:00;8,02;7,016;8,02;9,024;6,014001;7,5218;9,03;8;9,8;11,35;12,9;7;7,5;8;14;38,816;41,37;43,924;35,014001;37,0218;39,03
06.01.2024;02:00;03:00;7,613;6,6904;7,613;8,5356;5,729101;7,0741;8,4195;8;9,8;11,35;12,9;7;7,5;8;14;38,4904;40,963;43,4356;34,729101;36,5741;38,4195
06.01.2024;03:00;04:00;7,301;6,4408;7,301;8,1612;5,510701;6,7309;7,9515;8;9,8;11,35;12,9;7;7,5;8;14;38,2408;40,651;43,0612;34,510701;36,2309;37,9515
06.01.2024;04:00;05:00;7,301;6,4408;7,301;8,1612;5,510701;6,7309;7,9515;8;9,8;11,35;12,9;7;7,5;8;14;38,2408;40,651;43,0612;34,510701;36,2309;37,9515
06.01.2024;05:00;06:00;7,459;6,5672;7,459;8,3508;5,621301;6,9047;8,1885;8;9,8;11,35;12,9;7;7,5;8;14;38,3672;40,809;43,2508;34,621301;36,4047;38,1885
06.01.2024;06:00;07:00;7,51;6,608;7,51;8,412;5,657001;6,9608;8,265;8;9,8;11,35;12,9;7;7,5;8;14;38,408;40,86;43,312;34,657001;36,4608;38,265
06.01.2024;07:00;08:00;8,139;7,1112;8,139;9,1668;6,097301;7,6527;9,2085;8;9,8;11,35;12,9;7;7,5;8;14;38,9112;41,489;44,0668;35,097301;37,1527;39,2085
06.01.2024;08:00;09:00;8,84;7,672;8,84;10,008;6,588001;8,4238;10,26;8;9,8;11,35;12,9;7;7,5;8;14;39,472;42,19;44,908;35,588001;37,9238;40,26
06.01.2024;09:00;10:00;9,223;7,9784;9,223;10,4676;6,856101;8,8451;10,8345;8;9,8;11,35;12,9;7;7,5;8;14;39,7784;42,573;45,3676;35,856101;38,3451;40,8345
06.01.2024;10:00;11:00;9,73;8,384;9,73;11,076;7,211001;9,4028;11,595;8;9,8;11,35;12,9;7;7,5;8;14;40,184;43,08;45,976;36,211001;38,9028;41,595
06.01.2024;11:00;12:00;10,043;8,6344;10,043;11,4516;7,430101;9,7471;12,0645;8;9,8;11,35;12,9;7;7,5;8;14;40,4344;43,393;46,3516;36,430101;39,2471;42,0645
06.01.2024;12:00;13:00;9,916;8,5328;9,916;11,2992;7,341201;9,6074;11,874;8;9,8;11,35;12,9;7;7,5;8;14;40,3328;43,266;46,1992;36,341201;39,1074;41,874
06.01.2024;13:00;14:00;9,522;8,2176;9,522;10,8264;7,065401;9,174;11,283;8;9,8;11,35;12,9;7;7,5;8;14;40,0176;42,872;45,7264;36,065401;38,674;41,283
06.01.2024;14:00;15:00;9,255;8,004;9,255;10,506;6,878501;8,8803;10,8825;8;9,8;11,35;12,9;7;7,5;8;14;39,804;42,605;45,406;35,878501;38,3803;40,8825
06.01.2024;15:00;16:00;9,509;8,2072;9,509;10,8108;7,056301;9,1597;11,2635;8;9,8;11,35;12,9;7;7,5;8;14;40,0072;42,859;45,7108;36,056301;38,6597;41,2635
06.01.2024;16:00;17:00;9,985;8,588;9,985;11,382;7,389501;9,6833;11,9775;8;9,8;11,35;12,9;7;7,5;8;14;40,388;43,335;46,282;36,389501;39,1833;41,9775
