wochentag_uhrzeit,Bus_1,Bus_2,Bus_3,Bus_4,Bus_5,Bus_6,Bus_7,Bus_8,Bus_9,Bus_10,Bus_11,Bus_12,Bus_13,Bus_14,Bus_15,Bus_16,Bus_17,Bus_18,Bus_19
Do 00:30,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Do 00:45,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Do 01:00,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Do 01:15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Do 01:30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Do 01:45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Do 02:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Do 02:15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Do 02:30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Do 02:45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Do 03:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Do 03:15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Do 03:30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Do 03:45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Do 04:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Do 04:15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Do 04:30,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1
Do 04:45,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1
Do 05:00,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1
Do 05:15,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1
Do 05:30,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
Do 05:45,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
Do 06:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
Do 06:15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
Do 06:30,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
Do 06:45,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
Do 07:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
Do 07:15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
Do 07:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Do 07:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Do 08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Do 08:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Do 08:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Do 08:45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Do 09:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Do 09:15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Do 09:30,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Do 09:45,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Do 10:00,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Do 10:15,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Do 10:30,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Do 10:45,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Do 11:00,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Do 11:15,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Do 11:30,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Do 11:45,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Do 12:00,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Do 12:15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Do 12:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Do 12:45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Do 13:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Do 13:15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Do 13:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Do 13:45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Do 14:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Do 14:15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Do 14:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Do 14:45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Do 15:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Do 15:15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Do 15:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Do 15:45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Do 16:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Do 16:15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Do 16:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Do 16:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Do 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Do 17:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Do 17:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Do 17:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Do 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Do 18:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Do 18:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Do 18:45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Do 19:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Do 19:15,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Do 19:30,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Do 19:45,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0
Do 20:00,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1
Do 20:15,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1
Do 20:30,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1
Do 20:45,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1
Do 21:00,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
Do 21:15,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
Do 21:30,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Do 21:45,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Do 22:00,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Do 22:15,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Do 22:30,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Do 22:45,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Do 23:00,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Do 23:15,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Do 23:30,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Do 23:45,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Fr 00:00,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Fr 00:15,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Fr 00:30,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Fr 00:45,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Fr 01:00,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Fr 01:15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Fr 01:30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Fr 01:45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Fr 02:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Fr 02:15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Fr 02:30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Fr 02:45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Fr 03:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Fr 03:15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Fr 03:30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Fr 03:45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Fr 04:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Fr 04:15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Fr 04:30,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1
Fr 04:45,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1
Fr 05:00,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1
Fr 05:15,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1
Fr 05:30,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
Fr 05:45,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
Fr 06:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
Fr 06:15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
Fr 06:30,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
Fr 06:45,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
Fr 07:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
Fr 07:15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
Fr 07:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Fr 07:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fr 08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fr 08:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fr 08:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fr 08:45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fr 09:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fr 09:15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fr 09:30,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Fr 09:45,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Fr 10:00,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Fr 10:15,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Fr 10:30,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Fr 10:45,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Fr 11:00,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Fr 11:15,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Fr 11:30,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Fr 11:45,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Fr 12:00,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Fr 12:15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fr 12:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fr 12:45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fr 13:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fr 13:15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fr 13:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fr 13:45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fr 14:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fr 14:15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fr 14:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fr 14:45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fr 15:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Fr 15:15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Fr 15:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Fr 15:45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Fr 16:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fr 16:15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fr 16:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fr 16:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fr 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fr 17:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fr 17:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fr 17:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fr 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fr 18:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fr 18:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fr 18:45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fr 19:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fr 19:15,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Fr 19:30,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Fr 19:45,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0
Fr 20:00,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1
Fr 20:15,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1
Fr 20:30,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1
Fr 20:45,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1
Fr 21:00,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
Fr 21:15,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
Fr 21:30,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Fr 21:45,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Fr 22:00,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Fr 22:15,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Fr 22:30,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Fr 22:45,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Fr 23:00,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Fr 23:15,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Fr 23:30,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Fr 23:45,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Sa 00:00,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Sa 00:15,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Sa 00:30,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Sa 00:45,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Sa 01:00,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Sa 01:15,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Sa 01:30,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Sa 01:45,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Sa 02:00,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Sa 02:15,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Sa 02:30,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Sa 02:45,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Sa 03:00,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Sa 03:15,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Sa 03:30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sa 03:45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sa 04:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sa 04:15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sa 04:30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sa 04:45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sa 05:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sa 05:15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sa 05:30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sa 05:45,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
Sa 06:00,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
Sa 06:15,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
Sa 06:30,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
Sa 06:45,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
Sa 07:00,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0
Sa 07:15,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0
Sa 07:30,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0
Sa 07:45,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0
Sa 08:00,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0
Sa 08:15,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0
Sa 08:30,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0
Sa 08:45,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0
Sa 09:00,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0
Sa 09:15,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0
Sa 09:30,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0
Sa 09:45,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0
Sa 10:00,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0
Sa 10:15,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0
Sa 10:30,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0
Sa 10:45,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0
Sa 11:00,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0
Sa 11:15,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0
Sa 11:30,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0
Sa 11:45,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0
Sa 12:00,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0
Sa 12:15,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0
Sa 12:30,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0
Sa 12:45,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0
Sa 13:00,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0
Sa 13:15,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0
Sa 13:30,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0
Sa 13:45,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0
Sa 14:00,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0
Sa 14:15,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0
Sa 14:30,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0
Sa 14:45,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0
Sa 15:00,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0
Sa 15:15,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0
Sa 15:30,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0
Sa 15:45,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0
Sa 16:00,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0
Sa 16:15,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0
Sa 16:30,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0
Sa 16:45,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0
Sa 17:00,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0
Sa 17:15,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0
Sa 17:30,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0
Sa 17:45,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0
Sa 18:00,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0
Sa 18:15,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0
Sa 18:30,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0
Sa 18:45,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0
Sa 19:00,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0
Sa 19:15,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0
Sa 19:30,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0
Sa 19:45,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0
Sa 20:00,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0
Sa 20:15,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1
Sa 20:30,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1
Sa 20:45,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1
Sa 21:00,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
Sa 21:15,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
Sa 21:30,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
Sa 21:45,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
Sa 22:00,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
Sa 22:15,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
Sa 22:30,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
Sa 22:45,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
Sa 23:00,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
Sa 23:15,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
Sa 23:30,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
Sa 23:45,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
So 00:00,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
So 00:15,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
So 00:30,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
So 00:45,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
So 01:00,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
So 01:15,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
So 01:30,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
So 01:45,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
So 02:00,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
So 02:15,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
So 02:30,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
So 02:45,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
So 03:00,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
So 03:15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
So 03:30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
So 03:45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
So 04:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
So 04:15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
