elektrische Last,Wärmelast
0.287934946,2.551624299
1.437495918,2.706166983
0.459682292,2.62169641
0.642986823,2.416468252
0.501032384,2.302686055
0.935326762,2.314563368
0.397538741,2.28649967
0.295750256,2.308624712
0.329285038,2.428640475
0.822028458,2.612479351
0.687747232,2.723259593
0.292576766,2.678988015
0.779494228,2.518655646
0.936274072,2.357668201
0.727392165,2.244607242
0.227496553,2.193760094
0.363388207,2.354716069
0.598700069,2.323354899
0.647533912,2.291846274
0.574448927,2.279971083
0.748327721,2.272130639
0.458071865,2.271983033
0.398438685,2.33001449
0.549960958,2.521330312
0.522252133,2.759475785
1.840150134,3.014842861
0.739328274,3.002984011
0.33781083,2.871764472
1.416465631,2.643970423
0.623898522,2.505781557
0.648670684,2.315563175
0.706977629,2.168647922
0.647486546,2.146586619
0.546740103,2.24117896
0.928648225,2.415782314
0.547166392,2.52487378
0.952899367,2.57388288
0.750932824,2.608754533
0.540251028,2.53819175
0.526846588,2.401290355
0.393275845,2.476297489
0.586574498,2.421522291
0.289924298,2.396861792
0.234032994,2.442066558
0.233843532,2.484457946
0.26562579,2.648849479
0.554223854,2.906184809
0.551429289,3.053904106
0.272162231,2.990819784
0.778831111,2.799291253
0.210208141,2.621983885
2.059784012,2.489665391
1.051088073,2.376324044
1.657840279,2.340058525
0.821175878,2.293313196
1.013100932,2.272941578
0.561707605,2.285538309
0.304939165,2.439259395
0.799482474,2.575759485
0.396449334,2.755267795
0.76206372,2.749248453
0.700346458,2.804196208
0.681589715,2.706814622
0.52566245,2.584601554
0.352636235,3.196113086
0.366656427,3.138041023
0.563318032,3.114479479
0.356946497,3.153090515
0.405401416,3.195481902
0.483459779,3.359873436
0.506526783,3.621604586
0.350078498,3.782511344
0.435952171,3.728218663
0.258284136,3.560867144
0.418284835,3.405538878
0.695609906,3.275418294
0.44514108,3.171967543
0.670695647,3.130207249
0.51732612,3.08346192
0.22489145,3.048803885
0.799056184,3.043817335
0.350457422,3.176658274
0.628066687,3.304366723
1.398372005,3.478380257
